Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Nissan,Skyline,3.0L V6 Twin-Turbo,2997 cc,305.00583090379007,250.0,5.0 sec,50000.0,Petrol,5.0,475.0
Nissan,Cedric,2.0L Inline-6,1998 cc,305.00583090379007,190.0,10.5 sec,22000.0,Petrol,5.0,190.0
Nissan,Gloria,2.5L V6,2498 cc,305.00583090379007,210.0,8.6 sec,30000.0,Petrol,5.0,250.0
Nissan,Stanza,1.8L Inline-4,1796 cc,305.00583090379007,175.0,11.0 sec,18500.0,Petrol,5.0,170.0
Nissan,Patrol Super Safari,4.8L Inline-6,4750 cc,305.00583090379007,190.0,8.2 sec,55000.0,Petrol,7.0,451.0
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488 cc,305.00583090379007,190.0,7.7 sec,42500.0,Hybrid,7.0,329.0
Nissan,X-Terra Pro-4X,2.5L Inline-4,2498 cc,305.00583090379007,175.0,10.8 sec,40000.0,Petrol,7.0,240.0
Nissan,Rogue Platinum,1.5L Turbo Inline-3,1497 cc,305.00583090379007,180.0,8.2 sec,38000.0,Petrol,5.0,300.0
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332 cc,305.00583090379007,190.0,9.2 sec,36000.0,Hybrid,5.0,270.0
Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,3799 cc,305.00583090379007,330.0,2.8 sec,175000.0,Petrol,2.0,652.0
Nissan,Skyline NISMO,3.0L Twin-Turbo V6,2997 cc,305.00583090379007,270.0,4.7 sec,55000.0,Petrol,5.0,475.0
Nissan,Ariya Lounge Edition,Dual Electric Motors,87 kWh,305.00583090379007,200.0,5.1 sec,63000.0,Electric,5.0,600.0
Nissan,Patrol Titanium,5.6L V8,5552 cc,305.00583090379007,210.0,6.5 sec,98000.0,Petrol,7.0,560.0
Nissan,Infiniti FX50*,5.0L V8,5026 cc,305.00583090379007,250.0,5.6 sec,61750.0,Petrol,5.0,500.0
Nissan,Avenir,2.0L Inline-4,1998 cc,305.00583090379007,180.0,9.8 sec,20000.0,Petrol,5.0,186.0
Nissan,Wingroad,1.8L Inline-4,1798 cc,305.00583090379007,175.0,10.8 sec,18000.0,Petrol,5.0,168.0
Nissan,Presea,1.8L Inline-4,1838 cc,305.00583090379007,170.0,11.5 sec,17500.0,Petrol,5.0,161.0
Nissan,Leopard,3.0L V6,2960 cc,305.00583090379007,200.0,8.4 sec,32000.0,Petrol,5.0,265.0
Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,1598 cc,305.00583090379007,200.0,7.5 sec,24000.0,Petrol,5.0,240.0
Nissan,Paladin,2.4L Inline-4,2438 cc,305.00583090379007,180.0,10.6 sec,20000.0,Petrol,5.0,217.0
Nissan,Hardbody SUV,2.5L Inline-4,2498 cc,305.00583090379007,175.0,11.0 sec,18500.0,Petrol,5.0,225.0
Nissan,Patrol Desert Edition,5.6L V8,5552 cc,305.00583090379007,210.0,6.5 sec,95000.0,Petrol,7.0,560.0
Nissan,Pathfinder Armada,5.6L V8,5552 cc,305.00583090379007,200.0,6.5 sec,60000.0,Petrol,7.0,560.0
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,1497 cc,305.00583090379007,180.0,8.2 sec,39000.0,Petrol,5.0,300.0
Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,3799 cc,305.00583090379007,330.0,2.8 sec,185000.0,Petrol,2.0,652.0
Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,2997 cc,305.00583090379007,250.0,4.2 sec,48000.0,Petrol,2.0,475.0
Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,2568 cc,305.00583090379007,250.0,5.6 sec,70000.0,Petrol,4.0,392.0
Nissan,Ariya Premiere,Dual Electric Motors,87 kWh,305.00583090379007,200.0,5.1 sec,67000.0,Electric,5.0,600.0
Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,1997 cc,305.00583090379007,230.0,6.5 sec,50000.0,Petrol,5.0,380.0
Nissan,NV350 Caravan,2.5L Inline-4 Diesel,2488 cc,305.00583090379007,155.0,12.5 sec,28000.0,Diesel,8.0,356.0
Nissan,Navara,2.3L Inline-4 Diesel,2298 cc,305.00583090379007,180.0,10.2 sec,32000.0,Diesel,5.0,450.0
Nissan,Titan XD,5.6L V8,5552 cc,305.00583090379007,195.0,6.9 sec,55000.0,Petrol,6.0,560.0
Nissan,Evalia,1.5L Inline-4 Diesel,1461 cc,305.00583090379007,140.0,15.0 sec,25000.0,Diesel,7.0,200.0
Nissan,Cabstar,2.5L Inline-4 Diesel,2488 cc,305.00583090379007,145.0,14.8 sec,27000.0,Diesel,3.0,350.0
Nissan,Cherry,1.4L Inline-4,1397 cc,305.00583090379007,145.0,14.0 sec,14000.0,Petrol,5.0,110.0
Nissan,Laurel,2.8L Inline-6 Diesel,2825 cc,305.00583090379007,160.0,12.5 sec,22000.0,Diesel,5.0,184.0
Nissan,Silvia,2.0L Turbo Inline-4,1998 cc,305.00583090379007,235.0,5.9 sec,45000.0,Petrol,4.0,275.0
Nissan,NX Coupe,2.0L Inline-4,1998 cc,305.00583090379007,200.0,9.0 sec,22000.0,Petrol,4.0,180.0
Nissan,AD Wagon,1.5L Inline-4,1498 cc,305.00583090379007,165.0,12.3 sec,16000.0,Petrol,5.0,150.0
Nissan,Patrol Super Safari Y61,4.8L Inline-6,4750 cc,305.00583090379007,190.0,8.2 sec,58000.0,Petrol,7.0,451.0
Nissan,Pathfinder Rock Creek Edition,3.5L V6,3498 cc,305.00583090379007,195.0,7.2 sec,44000.0,Petrol,7.0,351.0
Nissan,Terrano II,2.7L Inline-4 Diesel,2664 cc,305.00583090379007,160.0,12.9 sec,28000.0,Diesel,5.0,278.0
Nissan,Murano CrossCabriolet,3.5L V6,3498 cc,305.00583090379007,195.0,7.6 sec,47000.0,Petrol,4.0,325.0
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,1497 cc,305.00583090379007,190.0,8.0 sec,43000.0,Hybrid,5.0,305.0
Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,3000 cc,305.00583090379007,320.0,3.0 sec,600000.0,Hybrid,2.0,650.0
Nissan,Skyline 400R,3.0L Twin-Turbo V6,2997 cc,305.00583090379007,250.0,4.5 sec,70000.0,Petrol,5.0,475.0
Nissan,Infiniti G37*,3.7L V6,3696 cc,305.00583090379007,250.0,5.5 sec,42000.0,Petrol,5.0,365.0
Nissan,Patrol Black Edition,5.6L V8,5552 cc,305.00583090379007,200.0,6.5 sec,85000.0,Petrol,7.0,560.0
Nissan,Ariya Empower+,Dual Electric Motors,87 kWh,305.00583090379007,200.0,5.1 sec,68000.0,Electric,5.0,600.0
Nissan,Datsun 510 (Classic),1.6L Inline-4,1595 cc,305.00583090379007,175.0,10.2 sec,25000.0,Petrol,4.0,135.0
Nissan,200SX,2.0L Turbo Inline-4,1998 cc,305.00583090379007,240.0,7.2 sec,30000.0,Petrol,4.0,265.0
Nissan,300ZX,3.0L Twin-Turbo V6,2960 cc,305.00583090379007,250.0,5.9 sec,50000.0,Petrol,4.0,384.0
Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,3495 cc,305.00583090379007,354.0,3.3 sec,1000000.0,Petrol,2.0,637.0
Nissan,Figaro,1.0L Turbo Inline-4,987 cc,305.00583090379007,170.0,12.8 sec,20000.0,Petrol,4.0,103.0
Nissan,Hardbody Truck,2.4L Inline-4,2389 cc,305.00583090379007,160.0,10.6 sec,25000.0,Petrol,5.0,206.0
Nissan,Atlas,3.0L Inline-4 Diesel,2999 cc,305.00583090379007,130.0,18.0 sec,35000.0,Diesel,3.0,300.0
Nissan,Clipper,660cc Inline-3,659 cc,305.00583090379007,110.0,18.5 sec,10000.0,Petrol,4.0,62.0
Nissan,NV200,2.0L Inline-4,1998 cc,305.00583090379007,140.0,14.0 sec,28000.0,Petrol,7.0,188.0
Nissan,Violet,1.8L Inline-4,1770 cc,305.00583090379007,155.0,13.8 sec,18000.0,Petrol,5.0,130.0
Nissan,Bluebird Z,2.0L Inline-4,1998 cc,305.00583090379007,190.0,11.0 sec,23000.0,Petrol,5.0,180.0
Nissan,Stanza Wagon,2.4L Inline-4,2389 cc,305.00583090379007,160.0,12.0 sec,22000.0,Petrol,7.0,205.0
Nissan,180SX,2.0L Turbo Inline-4,1998 cc,305.00583090379007,240.0,6.8 sec,35000.0,Petrol,4.0,275.0
Nissan,Sunny California,1.6L Inline-4,1597 cc,305.00583090379007,170.0,11.0 sec,18000.0,Petrol,5.0,140.0
Nissan,Patrol Warrior,5.6L V8,5552 cc,305.00583090379007,205.0,6.3 sec,95000.0,Petrol,7.0,580.0
Nissan,Pathfinder Armada Platinum,5.6L V8,5552 cc,305.00583090379007,190.0,6.8 sec,70000.0,Petrol,7.0,560.0
Nissan,Rogue Sport SL,2.0L Inline-4,1998 cc,305.00583090379007,190.0,9.0 sec,32000.0,Petrol,5.0,195.0
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,1497 cc,305.00583090379007,190.0,8.0 sec,46000.0,Hybrid,5.0,305.0
Nissan,Qashqai e-Power,1.5L Hybrid,1497 cc,305.00583090379007,200.0,7.5 sec,40000.0,Hybrid,5.0,330.0
Nissan,GT-R Egoist,3.8L Twin-Turbo V6,3799 cc,305.00583090379007,315.0,2.8 sec,220000.0,Petrol,2.0,637.0
Nissan,Infiniti M45*,4.5L V8,4494 cc,305.00583090379007,250.0,5.8 sec,50000.0,Petrol,5.0,451.0
Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,2997 cc,305.00583090379007,250.0,4.5 sec,75000.0,Petrol,5.0,475.0
Nissan,Ariya Dual Motor AWD,Dual Electric Motors,87 kWh,305.00583090379007,200.0,5.1 sec,70000.0,Electric,5.0,600.0
Nissan,Patrol Legend Edition,5.6L V8,5552 cc,305.00583090379007,205.0,6.3 sec,95000.0,Petrol,7.0,580.0
Nissan,Datsun 240Z (Classic),2.4L Inline-6,2393 cc,305.00583090379007,210.0,8.0 sec,45000.0,Petrol,2.0,198.0
Nissan,100NX,1.6L Inline-4,1597 cc,305.00583090379007,185.0,9.6 sec,18000.0,Petrol,4.0,135.0
Nissan,Cedric Special Edition,3.0L V6,2960 cc,305.00583090379007,225.0,8.5 sec,60000.0,Petrol,5.0,330.0
Nissan,300ZX Turbo,3.0L Twin-Turbo V6,2960 cc,305.00583090379007,250.0,5.9 sec,55000.0,Petrol,4.0,384.0
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998 cc,305.00583090379007,240.0,5.6 sec,35000.0,Petrol,4.0,300.0
Nissan,NV400,2.3L Inline-4 Diesel,2298 cc,305.00583090379007,150.0,15.0 sec,40000.0,Diesel,3.0,360.0
Nissan,Titan Warrior,5.6L V8,5552 cc,305.00583090379007,180.0,7.0 sec,55000.0,Petrol,5.0,560.0
Nissan,Caravan Coach,2.5L Inline-4 Diesel,2498 cc,305.00583090379007,140.0,14.0 sec,30000.0,Diesel,7.0,260.0
Nissan,Serena e-Power,1.2L Hybrid,1198 cc,305.00583090379007,160.0,12.0 sec,35000.0,Hybrid,7.0,320.0
Nissan,Elgrand,3.5L V6,3498 cc,305.00583090379007,200.0,8.5 sec,50000.0,Petrol,7.0,344.0
Nissan,Datsun 510,1.6L Inline-4,1595 cc,305.00583090379007,175.0,10.2 sec,25000.0,Petrol,4.0,135.0
Nissan,Prairie,2.0L Inline-4,1998 cc,305.00583090379007,175.0,11.0 sec,18000.0,Petrol,5.0,170.0
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,1998 cc,305.00583090379007,225.0,6.0 sec,30000.0,Petrol,5.0,280.0
Nissan,Almera Tino,1.8L Inline-4,1769 cc,305.00583090379007,180.0,12.5 sec,15000.0,Petrol,5.0,160.0
Nissan,Lucino,1.6L Inline-4,1597 cc,305.00583090379007,185.0,10.5 sec,12000.0,Petrol,5.0,150.0
Nissan,Rasheen,1.5L Inline-4,1497 cc,305.00583090379007,165.0,13.0 sec,10000.0,Petrol,5.0,135.0
Nissan,Mistral,2.7L Turbo Diesel,2663 cc,305.00583090379007,160.0,12.5 sec,25000.0,Diesel,7.0,260.0
Nissan,Patrol Y60,4.2L Inline-6,4169 cc,305.00583090379007,160.0,12.0 sec,45000.0,Diesel,7.0,330.0
Nissan,X-Trail GT,2.0L Turbo Inline-4,1998 cc,305.00583090379007,215.0,6.4 sec,38000.0,Petrol,5.0,310.0
Nissan,Terrano Regulus,3.3L V6,3275 cc,305.00583090379007,175.0,10.0 sec,28000.0,Petrol,5.0,290.0
Nissan,President,4.5L V8,4494 cc,305.00583090379007,210.0,7.5 sec,70000.0,Petrol,5.0,400.0
Nissan,Cima,4.1L V8,4130 cc,305.00583090379007,210.0,8.0 sec,60000.0,Petrol,5.0,390.0
Nissan,Leopard J. Ferie,3.0L V6 Turbo,2960 cc,305.00583090379007,215.0,6.5 sec,45000.0,Petrol,5.0,340.0
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,2960 cc,305.00583090379007,220.0,6.5 sec,50000.0,Petrol,5.0,340.0
Nissan,Infiniti Q45*,4.5L V8,4494 cc,305.00583090379007,240.0,6.2 sec,50000.0,Petrol,5.0,450.0
Nissan,Datsun 240Z,2.4L Inline-6,2393 cc,305.00583090379007,210.0,8.0 sec,45000.0,Petrol,2.0,198.0
Nissan,280ZX,2.8L Inline-6,2753 cc,305.00583090379007,205.0,9.5 sec,35000.0,Petrol,2.0,210.0
Nissan,Silvia S13,1.8L Turbo Inline-4,1809 cc,305.00583090379007,215.0,6.8 sec,20000.0,Petrol,4.0,230.0
Nissan,200SX,2.0L Turbo Inline-4,1998 cc,305.00583090379007,225.0,7.0 sec,25000.0,Petrol,4.0,260.0
Nissan,NX Coupe,1.8L Inline-4,1839 cc,305.00583090379007,200.0,9.0 sec,18000.0,Petrol,4.0,180.0
Nissan,NV2500,4.0L V6,3954 cc,305.00583090379007,160.0,10.0 sec,36000.0,Petrol,2.0,385.0
Nissan,NV3500,5.6L V8,5552 cc,305.00583090379007,170.0,9.0 sec,42000.0,Petrol,2.0,525.0
Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,2953 cc,305.00583090379007,140.0,15.0 sec,35000.0,Diesel,3.0,350.0
Porsche,Panamera,2.9L V6 Twin Turbo,2894 cc,305.00583090379007,270.0,5.6 sec,88000.0,Petrol,4.0,450.0
Porsche,Panamera 4,2.9L V6 Twin Turbo,2894 cc,305.00583090379007,270.0,5.4 sec,92000.0,Petrol,4.0,450.0
Porsche,Panamera 4S,2.9L V6 Twin Turbo,2894 cc,305.00583090379007,289.0,4.4 sec,105000.0,Petrol,4.0,550.0
Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,3996 cc,305.00583090379007,315.0,3.1 sec,180000.0,Petrol,4.0,820.0
Porsche,Panamera GTS,4.0L V8 Twin Turbo,3996 cc,305.00583090379007,300.0,3.9 sec,130000.0,Petrol,4.0,620.0
Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,2894 cc,305.00583090379007,270.0,5.4 sec,102000.0,Petrol,4.0,450.0
Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,17.9 kWh Battery,305.00583090379007,280.0,4.4 sec,115000.0,Hybrid (Petrol),4.0,700.0
Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,17.9 kWh Battery,305.00583090379007,280.0,4.4 sec,120000.0,Hybrid (Petrol),4.0,700.0
Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9 kWh Battery,305.00583090379007,315.0,3.2 sec,190000.0,Hybrid (Petrol),4.0,870.0
Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,2894 cc,305.00583090379007,270.0,5.6 sec,95000.0,Petrol,4.0,450.0
Porsche,Cayenne,3.0L V6 Turbo,2995 cc,305.00583090379007,245.0,5.9 sec,80000.0,Petrol,5.0,450.0
Porsche,Cayenne Coupe,3.0L V6 Turbo,2995 cc,305.00583090379007,245.0,6.0 sec,85000.0,Petrol,5.0,450.0
Porsche,Cayenne S,2.9L V6 Twin Turbo,2894 cc,305.00583090379007,265.0,5.0 sec,95000.0,Petrol,5.0,550.0
Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,3996 cc,305.00583090379007,286.0,4.0 sec,130000.0,Petrol,5.0,770.0
Porsche,Cayenne GTS,4.0L V8 Twin Turbo,3996 cc,305.00583090379007,270.0,4.5 sec,110000.0,Petrol,5.0,620.0
Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,17.9 kWh Battery,305.00583090379007,295.0,3.6 sec,170000.0,Hybrid (Petrol),5.0,900.0
Porsche,Macan,2.0L I4 Turbo,1984 cc,305.00583090379007,232.0,6.2 sec,60000.0,Petrol,5.0,400.0
Porsche,Macan S,2.9L V6 Twin Turbo,2894 cc,305.00583090379007,259.0,4.8 sec,75000.0,Petrol,5.0,520.0
Porsche,Macan GTS,2.9L V6 Twin Turbo,2894 cc,305.00583090379007,272.0,4.5 sec,85000.0,Petrol,5.0,550.0
Porsche,Macan T,2.0L I4 Turbo,1984 cc,305.00583090379007,232.0,6.2 sec,65000.0,Petrol,5.0,400.0
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,2981 cc,305.00583090379007,293.0,4.2 sec,110000.0,Petrol,4.0,450.0
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981 cc,443.0,308.0,3.5,131300.0,Petrol,4.0,528.0
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981 cc,379.0,293.0,4.2,106500.0,Petrol,4.0,450.0
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981 cc,443.0,306.0,3.4,113300.0,Petrol,4.0,528.0
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981 cc,379.0,289.0,4.4,121300.0,Petrol,4.0,450.0
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745 cc,572.0,320.0,2.7,197200.0,Petrol,4.0,750.0
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745 cc,640.0,330.0,2.6,230400.0,Petrol,4.0,800.0
Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,3996 cc,502.0,318.0,3.4,161100.0,Petrol,2.0,469.0
Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,3996 cc,518.0,296.0,3.2,241300.0,Petrol,2.0,465.0
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981 cc,473.0,240.0,3.4,222000.0,Petrol,2.0,570.0
Porsche,Taycan,Dual Electric Motors,79.2 kWh,402.0,230.0,5.4,86700.0,Electric,4.0,344.0
Porsche,Taycan 4S,Dual Electric Motors,79.2 kWh,522.0,250.0,4,103800.0,Electric,4.0,640.0
Porsche,Taycan Turbo,Dual Electric Motors,93.4 kWh,670.0,260.0,3.2,150900.0,Electric,4.0,850.0
Porsche,Taycan Turbo S,Dual Electric Motors,93.4 kWh,750.0,260.0,2.8,185000.0,Electric,4.0,1050.0
Porsche,Taycan GTS,Dual Electric Motors,93.4 kWh,590.0,250.0,3.5,132750.0,Electric,4.0,850.0
Porsche,Taycan Cross Turismo,Dual Electric Motors,93.4 kWh,469.0,220.0,4.8,97700.0,Electric,5.0,500.0
Porsche,Taycan Sport Turismo,Dual Electric Motors,79.2 kWh,509.0,240.0,4.1,104000.0,Electric,5.0,650.0
Porsche,718 Cayman,2.0L Turbocharged Flat-4,1988 cc,300.0,275.0,4.9,63400.0,Petrol,2.0,380.0
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497 cc,350.0,285.0,4.4,75400.0,Petrol,2.0,420.0
Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,3995 cc,414.0,302.0,4.2,100200.0,Petrol,2.0,420.0
Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,3996 cc,493.0,315.0,3.2,141700.0,Petrol,2.0,450.0
Porsche,718 Boxster,2.0L Turbo Flat-4,1988 cc,300.0,275.0,4.9,65500.0,Petrol,2.0,380.0
Porsche,718 Boxster T,2.0L Turbo Flat-4,1988 cc,300.0,275.0,4.7,69600.0,Petrol,2.0,380.0
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,3995 cc,394.0,293.0,4.3,90300.0,Petrol,2.0,430.0
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995 cc,414.0,301.0,4.1,98300.0,Petrol,2.0,420.0
Porsche,Panamera Base,2.9L Twin-Turbo V6,2894 cc,325.0,265.0,5.6,92300.0,Petrol,4.0,450.0
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,2894 cc,462.0,280.0,4.4,113300.0,Hybrid,4.0,700.0
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894 cc,325.0,265.0,5.5,101400.0,Petrol,4.0,450.0
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,690.0,315.0,3.2,200200.0,Hybrid,4.0,870.0
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,2894 cc,560.0,295.0,3.7,128900.0,Hybrid,4.0,750.0
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894 cc,325.0,265.0,5.6,98300.0,Petrol,4.0,450.0
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,3996 cc,473.0,300.0,3.9,136900.0,Petrol,4.0,620.0
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996 cc,550.0,306.0,3.8,175200.0,Petrol,4.0,770.0
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,3996 cc,570.0,310.0,3.8,290000.0,Petrol,4.0,800.0
Porsche,Panamera 4S ,2.9L Twin-Turbo V6,2894 cc,443.0,289.0,4.1,105000.0,Petrol,4.0,550.0
Porsche,Macan Base,2.0L Turbo Inline-4,1984 cc,265.0,232.0,6.4,58000.0,Petrol,5.0,400.0
Porsche,Macan T,2.0L Turbo Inline-4,1984 cc,265.0,233.0,6.2,63000.0,Petrol,5.0,400.0
Porsche,Macan S,2.9L Twin-Turbo V6,2894 cc,375.0,259.0,4.6,70400.0,Petrol,5.0,520.0
Porsche,Macan GTS,2.9L Twin-Turbo V6,2894 cc,434.0,272.0,4.3,82900.0,Petrol,5.0,550.0
Porsche,Macan EV ,Dual Electric Motors,95 kWh,603.0,240.0,4.0 sec,85000.0,Electric,5.0,750.0
Porsche,Cayenne Base,3.0L Turbocharged V6,2995 cc,335.0,245.0,5.9,72200.0,Petrol,5.0,450.0
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,2995 cc,455.0,253.0,4.8,91000.0,Hybrid,5.0,700.0
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894 cc,434.0,263.0,4.7,94300.0,Petrol,4.0,550.0
Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,3996 cc,631.0,300.0,3.3,182150.0,Petrol,4.0,850.0
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995 cc,335.0,245.0,5.8,79000.0,Petrol,5.0,450.0
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,670.0,295.0,3.6,167800.0,Hybrid,4.0,900.0
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,3996 cc,453.0,270.0,4.5,111200.0,Petrol,4.0,620.0
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967 cc,262.0,221.0,7.3,69000.0,Diesel,5.0,580.0
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,2995 cc,380.0,242.0,6.5,85500.0,Hybrid,5.0,580.0
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,3996 cc,728.0,295.0,3.6,182900.0,Hybrid,4.0,950.0
Porsche,Taycan Base,Dual Electric Motors,79.2 kWh,321.0,230.0,5.4,86700.0,Electric,4.0,345.0
Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,2000 cc,237.0,250.0,6.0 sec,34395.0,Petrol,5.0,350.0
Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,2700 cc,325.0,260.0,4.9 sec,46595.0,Petrol,5.0,500.0
Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,2000 cc,237.0,240.0,6.6 sec,38195.0,Petrol,5.0,350.0
Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,3000 cc,360.0,250.0,4.6 sec,50995.0,Petrol,5.0,550.0
Porsche,Taycan Cross Turismo 4,Dual Electric Motors,93.4 kWh,375.0,240.0,5.1 sec,94800.0,Electric,4.0,500.0
Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,93.4 kWh,590.0,250.0,3.8 sec,139400.0,Electric,4.0,620.0
Porsche,Taycan Sport Turismo Base,Dual Electric Motors,79.2 kWh,375.0,230.0,5.4 sec,90500.0,Electric,4.0,500.0
Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,93.4 kWh,590.0,250.0,3.7 sec,136700.0,Electric,4.0,620.0
Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,93.4 kWh,750.0,260.0,2.9 sec,190000.0,Electric,4.0,1050.0
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981 cc,379.0,293.0,4.2 sec,106100.0,Petrol,4.0,450.0
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981 cc,443.0,304.0,3.9 sec,129900.0,Petrol,4.0,530.0
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981 cc,379.0,293.0,4.4 sec,113300.0,Petrol,4.0,450.0
Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,2981 cc,473.0,311.0,3.3 sec,137000.0,Petrol,4.0,570.0
Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,2981 cc,473.0,307.0,3.5 sec,157300.0,Petrol,4.0,570.0
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745 cc,572.0,320.0,2.9 sec,184100.0,Petrol,4.0,750.0
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745 cc,640.0,330.0,2.7 sec,207000.0,Petrol,4.0,800.0
Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,3996 cc,502.0,318.0,3.9 sec,170000.0,Petrol,2.0,470.0
Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,3996 cc,525.0,296.0,3.2 sec,223800.0,Petrol,2.0,465.0
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981 cc,473.0,240.0,3.4 sec,222000.0,Petrol,4.0,570.0
Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,2981 cc,473.0,311.0,3.2 sec,145300.0,Petrol,4.0,570.0
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981 cc,379.0,289.0,4.3 sec,135500.0,Petrol,4.0,450.0
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745 cc,607.0,330.0,2.9 sec,258000.0,Petrol,4.0,750.0
Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,3745 cc,700.0,340.0,2.8 sec,293200.0,Petrol,2.0,750.0
Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,3996 cc,510.0,290.0,3.4 sec,245000.0,Petrol,1.0,470.0
Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,3996 cc,500.0,315.0,3.4 sec,222000.0,Petrol,2.0,450.0
